,property_url,style,street,city,zip_code,beds,Total Baths,sqft,year_built,days_on_mls,list_price,sold_price,last_sold_date,estimated_value,new_construction,lot_sqft,price_per_sqft,latitude,longitude,neighborhoods,stories,hoa_fee,parking_garage,agent_name,nearby_schools
1351,https://www.realtor.com/realestateandhomes-detail/4541-Melbourne-Ave_Los-Angeles_CA_90027_M15305-59723,DUPLEX_TRIPLEX,4541 Melbourne Ave,Los Angeles,90027,6.0,3.5,2804.0,1922.0,29.0,999000.0,1215000,2024-08-29,1671000.0,False,6750.0,433.0,34.103869,-118.288914,"Los Feliz, Central LA",2.0,0.0,1.0,David Charles Nixon,Los Angeles Unified School District
1352,https://www.realtor.com/realestateandhomes-detail/4320-Kenyon-Ave_Los-Angeles_CA_90066_M14982-77971,SINGLE_FAMILY,4320 Kenyon Ave,Los Angeles,90066,3.0,3.0,1813.0,1948.0,97.0,1800000.0,1800000,2024-08-29,1782000.0,False,6650.0,993.0,33.99186,-118.428001,"Silicon Beach, Marina del Rey",1.0,0.0,2.0,Laura Piller Plourde,Los Angeles Unified School District
1353,https://www.realtor.com/realestateandhomes-detail/724-S-Westgate-Ave-Unit-102_Los-Angeles_CA_90049_M23283-20068,CONDOS,724 S Westgate Ave,Los Angeles,90049,3.0,2.5,1894.0,2004.0,104.0,1895000.0,1800000,2024-08-29,1849590.0,False,7090.0,950.0,34.053664,-118.469652,"Brentwood, Westside LA",4.0,625.0,2.0,Jade Mills,"New West Charter District, Los Angeles Unified School District"
1354,https://www.realtor.com/realestateandhomes-detail/1425-W-12th-St-Apt-250_Los-Angeles_CA_90015_M28478-55854,CONDOS,1425 W 12th St,Los Angeles,90015,2.0,1.0,867.0,1983.0,134.0,450000.0,450000,2024-08-29,456277.0,False,147381.0,519.0,34.045758,-118.273273,"Pico Union, Central LA",1.0,462.0,2.0,Sang Ur,"University Preparatory Value High District, Los Angeles Unified School District"
1355,https://www.realtor.com/realestateandhomes-detail/19350-Lanark-St_Reseda_CA_91335_M11875-01532,SINGLE_FAMILY,19350 Lanark St,Reseda,91335,3.0,2.0,1296.0,1954.0,37.0,699000.0,750000,2024-08-29,823000.0,False,9771.0,579.0,34.217147,-118.555485,"South Valley, Reseda",1.0,0.0,2.0,Emilia Ghukasyan,"Valley International Preparatory High District, Los Angeles Unified School District"
1356,https://www.realtor.com/realestateandhomes-detail/5831-Etiwanda-Ave_Tarzana_CA_91356_M13345-04303,TOWNHOMES,5831 Etiwanda Ave,Tarzana,91356,2.0,2.5,1343.0,1982.0,62.0,659000.0,647000,2024-08-29,657140.0,False,38145.0,482.0,34.176789,-118.531076,"Tarzana, South Valley",2.0,450.0,2.0,Lana Knadian,Los Angeles Unified School District
1357,https://www.realtor.com/realestateandhomes-detail/5825-W-Seaglass-Cir_Playa-Vista_CA_90094_M27421-87034,SINGLE_FAMILY,5825 W Seaglass Cir,Playa Vista,90094,4.0,3.5,2757.0,2014.0,49.0,2900000.0,2820000,2024-08-29,2865849.0,False,37445.0,1023.0,33.973752,-118.419677,"Playa Vista, Silicon Beach, Marina del Rey",3.0,405.0,2.0,Team Tami,"Los Angeles Unified School District, WISH Academy High District"
1358,https://www.realtor.com/realestateandhomes-detail/2445-Nalin-Dr_Los-Angeles_CA_90077_M22355-24633,SINGLE_FAMILY,2445 Nalin Dr,Los Angeles,90077,3.0,1.5,2307.0,1965.0,93.0,1899000.0,2306600,2024-08-29,2033169.0,False,15511.0,1000.0,34.120675,-118.466681,"Bel Air, Westside LA",2.0,0.0,2.0,Nancy Sanborn - Berkshire Hathaway HomeServices California Properties,Los Angeles Unified School District
1359,https://www.realtor.com/realestateandhomes-detail/13863-Fenton-Ave_Sylmar_CA_91342_M13209-68542,SINGLE_FAMILY,13863 Fenton Ave,Sylmar,91342,5.0,3.0,2353.0,1964.0,41.0,999000.0,1000000,2024-08-29,998657.0,False,7512.0,425.0,34.323793,-118.438882,"Sylmar, North Valley",1.0,0.0,0.0,Mira Gonzaga,"Los Angeles Unified School District, PUC Triumph CHRTR Academy & PUC Triumph CHRTR High District"
1360,https://www.realtor.com/realestateandhomes-detail/9613-Frankirst-Ave_North-Hills_CA_91343_M14600-59561,SINGLE_FAMILY,9613 Frankirst Ave,North Hills,91343,3.0,2.0,1254.0,1959.0,28.0,999000.0,1050000,2024-08-29,990361.0,False,10620.0,837.0,34.245238,-118.48913,"North Hills West, North Valley",1.0,0.0,2.0,Vahan Avanesyan,Los Angeles Unified School District
1361,https://www.realtor.com/realestateandhomes-detail/1121-W-62nd-St_Los-Angeles_CA_90044_M26207-89392,SINGLE_FAMILY,1121 W 62nd St,Los Angeles,90044,3.0,1.0,1538.0,1912.0,77.0,699500.0,730000,2024-08-29,718242.0,False,5798.0,475.0,33.983503,-118.294706,"South LA, Vermont - Slauson",1.0,0.0,0.0,Anne Jensen,Los Angeles Unified School District
1362,https://www.realtor.com/realestateandhomes-detail/1622-W-50th-St_Los-Angeles_CA_90062_M22056-25974,MULTI_FAMILY,1622 W 50th St,Los Angeles,90062,4.0,3.0,2008.0,1925.0,85.0,800000.0,760000,2024-08-29,900000.0,False,5363.0,378.0,33.997987,-118.307586,"Vermont Square, South LA",1.0,0.0,0.0,Robert A Rodriguez,"Los Angeles Unified School District, LA's Promise Charter High #1 District"
